name,pick,season,ftm,fta,3fgm,3fga,rim_made,rim_miss,mid_made,mid_miss,dunks_made,dunks_miss,oreb,dreb,ast,stl,blks,pts,gp,height,rec_rank,mpg,age,tov,sos,team_strength,international,NBA_impact,standard_error,NBA_minutes,NBA_seasons,NCAA_possessions_est,fga_est,ts_pct,ast_to_tov,ft_pct,three_pt_pct,rim_pct,dunk_rate,position
Ochai Agbaji,14.0,2022,113,152,103,253,82,41,36,90,37,4,32,165,62,36,22,732,39,77,73.6,35.1,21.8,80,8.3,16.4,0,-2.0,1.5,5558.0,4.0,2369,502,0.643369427647307,0.775,0.743421052631579,0.40711462450592883,0.6666666666666666,0.3008130081300813,SG
Aaron Nesmith,14.0,2020,52,63,60,115,23,23,16,22,6,0,11,57,13,20,12,322,14,78,87.4,35.7,20.2,24,0.6,-0.8,0,0.0,1.3,8724.0,6.0,878,199,0.7101270289343684,0.5416666666666666,0.8253968253968254,0.5217391304347826,0.5,0.13043478260869565,SG
Moses Moody,14.0,2021,151,186,58,162,52,47,45,69,10,1,64,120,50,32,21,539,32,78,91.4,33.8,18.7,52,5.3,12.1,0,0.0,1.5,6149.0,5.0,2030,375,0.58992207337361,0.9615384615384616,0.8118279569892473,0.35802469135802467,0.5252525252525253,0.10101010101010101,SG
Jordan Hawkins,14.0,2023,125,141,109,281,40,36,24,51,9,4,36,104,47,26,19,598,37,77,90.2,29.4,20.8,50,6.0,17.4,0,-4.3,1.8,3182.0,3.0,1848,432,0.6052141527001862,0.94,0.8865248226950354,0.3879003558718861,0.5263157894736842,0.11842105263157894,SG
Carlton Carrington,14.0,2024,73,93,65,202,26,24,66,66,2,0,16,155,136,19,8,456,33,77,76.2,33.2,18.5,64,4.2,9.6,0,-2.2,1.8,4680.0,2.0,1831,384,0.5365715899463428,2.125,0.7849462365591398,0.3217821782178218,0.52,0.04,SG
Carter Bryant,14.0,2025,41,59,39,105,16,10,9,19,17,0,32,120,36,35,37,242,37,80,95.8,19.3,19.2,37,9.5,15.4,0,0.7,2.6,798.0,1.0,1260,159,0.6541955017301038,0.972972972972973,0.6949152542372882,0.37142857142857144,0.6153846153846154,0.6538461538461539,SF
Larry Sanders,15.0,2010,107,167,4,16,78,58,55,97,59,4,106,213,34,26,90,503,35,83,29.4,26.9,21.3,58,2.0,9.7,0,-2.1,1.6,4707.0,6.0,1594,304,0.66626046413055,0.5862068965517241,0.6407185628742516,0.25,0.5735294117647058,0.4338235294117647,C
Kawhi Leonard,15.0,2011,110,145,23,81,59,20,97,175,19,0,108,256,87,50,20,529,34,78,88.8,33.0,19.6,75,5.4,15.6,0,6.7,0.8,30164.0,14.0,1781,432,0.5334812424364663,1.16,0.7586206896551724,0.2839506172839506,0.7468354430379747,0.24050632911392406,SF
Adreian Payne,15.0,2014,109,138,44,104,36,26,60,86,38,4,48,177,41,15,28,509,31,82,95.8,28.1,22.9,63,6.4,14.2,0,-4.5,2.3,1385.0,4.0,1449,312,0.6828182013307577,0.6507936507936508,0.7898550724637681,0.4230769230769231,0.5806451612903226,0.6129032258064516,PF
Moe Harkless,15.0,2012,94,139,17,79,84,66,49,103,43,3,88,188,47,51,45,497,32,80,92.8,36.1,18.7,80,5.3,0.1,0,-1.8,1.0,14721.0,10.0,1939,381,0.5620137506784874,0.5875,0.6762589928057554,0.21518987341772153,0.56,0.2866666666666667,PF
Kelly Oubre,15.0,2015,79,110,34,95,31,24,28,47,17,5,41,138,28,41,13,333,36,79,98.8,21.0,19.2,43,9.3,13.4,0,-1.7,0.9,19760.0,11.0,1267,225,0.6089978054133138,0.6511627906976745,0.7181818181818181,0.35789473684210527,0.5636363636363636,0.3090909090909091,PF
Corey Kispert,15.0,2021,86,98,91,207,89,32,20,38,9,0,30,129,58,29,14,595,32,79,79.0,31.8,21.9,42,4.4,19.7,0,-2.3,1.3,8562.0,5.0,1886,386,0.6932792692020879,1.380952380952381,0.8775510204081632,0.4396135265700483,0.7355371900826446,0.0743801652892562,SF
Troy Brown,15.0,2018,78,105,32,110,72,46,26,51,13,4,53,164,111,55,7,396,35,79,97.6,31.2,18.5,86,2.7,6.6,0,-1.4,1.3,6900.0,6.0,1892,305,0.5637813211845103,1.2906976744186047,0.7428571428571429,0.2909090909090909,0.6101694915254238,0.11016949152542373,PF
Cole Anthony,15.0,2020,96,128,49,141,34,32,45,90,3,0,10,115,87,29,6,407,22,75,99.4,34.9,19.7,77,6.8,4.5,0,-0.9,1.3,8535.0,6.0,1351,342,0.5108957622012452,1.12987012987013,0.75,0.3475177304964539,0.5151515151515151,0.045454545454545456,SG
Mark Williams,15.0,2022,56,77,0,1,75,43,20,26,96,5,101,190,34,20,109,438,39,84,94.8,23.6,20.1,36,5.5,14.7,0,-0.3,1.7,3881.0,4.0,1573,165,1.0,0.9444444444444444,0.7272727272727273,0.0,0.635593220338983,0.8135593220338984,C
Kobe Bufkin,15.0,2023,73,86,43,121,74,38,44,69,12,1,25,124,96,43,23,462,33,76,91.4,34.0,19.3,64,5.9,7.8,0,-1.9,2.8,441.0,3.0,1886,346,0.6018132555231346,1.5,0.8488372093023255,0.35537190082644626,0.6607142857142857,0.10714285714285714,SF
Kel'el Ware,15.0,2024,85,134,17,40,54,36,54,68,63,5,63,233,45,18,56,478,30,84,98.2,32.1,19.7,47,6.6,3.5,0,1.3,1.9,3175.0,2.0,1662,252,0.7685875996912787,0.9574468085106383,0.6343283582089553,0.425,0.6,0.7,PF
Nikola Vucevic,16.0,2011,123,163,29,83,77,37,89,116,20,4,97,253,54,18,47,582,34,82,44.0,34.9,20.2,58,5.3,8.3,0,1.1,0.9,32606.0,15.0,1906,402,0.6142869205437811,0.9310344827586207,0.754601226993865,0.3493975903614458,0.6754385964912281,0.17543859649122806,PF
Luke Babbitt,16.0,2010,195,212,42,100,60,43,131,147,12,0,68,225,70,33,26,727,33,81,96.6,37.5,20.3,79,3.3,5.6,0,-2.5,1.5,5318.0,8.0,2176,481,0.6329664971790765,0.8860759493670886,0.9198113207547169,0.42,0.5825242718446602,0.11650485436893204,SF
Royce White,16.0,2012,102,205,4,12,83,46,42,98,46,1,85,231,170,40,32,456,34,80,95.0,31.5,20.8,130,6.1,9.8,0,-0.7,3.2,9.0,1.0,1797,281,0.6142241379310345,1.3076923076923077,0.4975609756097561,0.3333333333333333,0.6434108527131783,0.35658914728682173,PF
Terry Rozier,16.0,2015,139,176,48,157,70,66,88,130,8,1,43,157,108,72,6,615,36,73,94.2,35.0,20.9,79,7.5,14.3,0,-2.0,1.0,19510.0,10.0,2048,511,0.5225681462850927,1.3670886075949367,0.7897727272727273,0.3057324840764331,0.5147058823529411,0.058823529411764705,SG
Justin Patton,16.0,2017,43,83,8,14,93,35,27,50,67,1,57,154,40,29,49,440,34,84,83.2,25.3,19.6,59,5.7,11.0,0,-1.7,2.8,298.0,4.0,1558,219,0.8609893550407013,0.6779661016949152,0.5180722891566265,0.5714285714285714,0.7265625,0.5234375,C
Chuma Okeke,16.0,2019,65,90,54,139,69,38,20,44,24,2,103,150,71,67,45,444,37,80,90.8,29.1,20.4,63,7.0,14.9,0,-2.1,1.7,4039.0,5.0,1876,310,0.6350114416475973,1.126984126984127,0.7222222222222222,0.38848920863309355,0.6448598130841121,0.22429906542056074,SF
Zhaire Smith,16.0,2018,91,127,18,40,48,61,25,32,63,7,79,102,64,43,38,415,37,77,61.4,28.4,18.7,42,7.0,14.0,0,1.1,3.0,150.0,2.0,1787,206,0.7923476401405224,1.5238095238095237,0.7165354330708661,0.45,0.44036697247706424,0.5779816513761468,SF
Isaiah Stewart,16.0,2020,154,199,5,20,108,55,53,71,26,4,88,193,27,17,67,543,32,81,99.6,32.3,18.7,71,5.5,7.8,0,0.2,1.4,8769.0,6.0,1807,307,0.6881082725060828,0.38028169014084506,0.7738693467336684,0.25,0.6625766871165644,0.15950920245398773,PF
AJ Griffin,16.0,2022,42,53,71,159,34,14,33,46,8,2,30,123,38,20,22,405,39,78,96.8,24.3,18.5,25,5.5,14.7,0,1.0,2.2,1566.0,2.0,1605,286,0.6546618388723652,1.52,0.7924528301886793,0.44654088050314467,0.7083333333333334,0.16666666666666666,SG
Keyonte George,16.0,2023,119,150,77,228,35,26,40,79,3,1,33,104,91,37,6,506,33,76,98.8,28.7,19.2,95,6.8,11.6,0,-1.4,1.6,5867.0,3.0,1599,408,0.5337552742616034,0.9578947368421052,0.7933333333333333,0.33771929824561403,0.5737704918032787,0.04918032786885246,SG
Jared McCain,16.0,2024,77,87,87,210,51,36,35,45,2,0,28,152,66,39,3,514,36,75,97.6,31.6,19.9,46,5.9,15.1,0,0.7,2.1,1769.0,2.0,1905,377,0.6188595646310923,1.434782608695652,0.8850574712643678,0.4142857142857143,0.5862068965517241,0.022988505747126436,SG
Tyler Zeller,17.0,2012,181,224,0,0,57,40,131,136,32,2,146,219,36,34,58,621,38,84,97.0,28.2,22.0,73,5.9,16.6,0,-2.5,1.3,7507.0,8.0,1928,364,0.6712642684192321,0.4931506849315068,0.8080357142857143,0.0,0.5876288659793815,0.32989690721649484,C
Iman Shumpert,17.0,2011,141,175,42,151,60,29,56,115,19,6,54,130,108,85,6,537,31,77,95.6,32.0,20.6,72,4.5,4.7,0,0.4,1.1,13140.0,10.0,1712,411,0.5502049180327869,1.5,0.8057142857142857,0.2781456953642384,0.6741573033707865,0.21348314606741572,SF
James Young,17.0,2014,125,177,82,235,36,31,45,81,20,2,41,130,67,30,8,573,40,78,98.4,32.4,18.5,75,7.6,13.5,0,-0.4,2.5,860.0,4.0,2136,428,0.5663398434411323,0.8933333333333333,0.7062146892655368,0.34893617021276596,0.5373134328358209,0.29850746268656714,SG
D.J. Wilson,17.0,2017,50,60,41,110,34,15,51,57,38,0,57,146,50,19,57,419,38,82,75.6,30.4,20.9,42,7.1,13.4,0,-2.5,2.1,1843.0,6.0,1840,267,0.7140422631220178,1.1904761904761905,0.8333333333333334,0.37272727272727274,0.6938775510204082,0.7755102040816326,PF
Wade Baldwin IV,17.0,2016,155,194,41,101,50,53,31,67,13,2,13,119,172,40,11,466,33,75,74.0,30.4,19.8,91,6.0,11.8,0,-2.6,2.6,614.0,3.0,1733,302,0.6015076414704668,1.89010989010989,0.7989690721649485,0.40594059405940597,0.4854368932038835,0.1262135922330097,SF
Rashad Vaughn,17.0,2015,68,98,54,141,45,38,42,58,3,1,14,97,36,18,8,410,23,78,98.2,32.3,18.4,50,3.8,4.3,0,-2.2,2.2,1684.0,3.0,1210,324,0.5584005229897581,0.72,0.6938775510204082,0.3829787234042553,0.5421686746987951,0.03614457831325301,SG
Donte DiVincenzo,17.0,2018,76,107,85,212,62,39,31,36,10,0,46,144,139,42,8,537,40,77,75.4,29.3,21.0,79,6.8,19.5,0,0.6,1.0,14418.0,8.0,2046,380,0.6286878336611408,1.759493670886076,0.7102803738317757,0.4009433962264151,0.6138613861386139,0.09900990099009901,SG
Nickeil Alexander-Walker,17.0,2019,112,144,58,155,79,59,41,55,12,0,16,123,135,64,18,550,34,77,92.2,34.3,20.4,97,6.5,15.8,0,-0.5,1.1,11342.0,7.0,1876,389,0.6079228932708463,1.3917525773195876,0.7777777777777778,0.3741935483870968,0.572463768115942,0.08695652173913043,SG
Trey Murphy III,17.0,2021,38,41,52,120,10,13,11,13,23,1,15,70,30,20,11,282,25,81,0.0,29.6,20.6,19,4.4,10.9,0,0.2,1.3,9591.0,5.0,1122,167,0.7619974059662776,1.5789473684210527,0.926829268292683,0.43333333333333335,0.43478260869565216,1.0,SF
Tari Eason,17.0,2022,151,188,28,78,90,75,25,49,47,1,75,143,33,65,38,559,33,80,75.4,24.4,20.7,72,6.1,12.8,0,1.9,1.6,5359.0,4.0,1415,317,0.6992394676273391,0.4583333333333333,0.8031914893617021,0.358974358974359,0.5454545454545454,0.28484848484848485,PF
Dalton Knecht,17.0,2024,157,204,93,234,93,80,49,87,29,5,28,148,65,25,23,778,36,78,0.0,30.6,22.8,61,7.4,15.7,0,-2.5,2.1,2013.0,2.0,1940,543,0.6147670522789052,1.0655737704918034,0.7696078431372549,0.3974358974358974,0.5375722543352601,0.1676300578034682,SG
Jalen Hood-Schifino,17.0,2023,59,76,37,111,37,35,90,126,4,0,14,118,117,26,8,432,32,78,95.6,33.1,19.6,89,6.1,10.3,0,-2.3,2.8,423.0,2.0,1799,399,0.4994912589029692,1.3146067415730338,0.7763157894736842,0.3333333333333333,0.5138888888888888,0.05555555555555555,SF
Chris Singleton,18.0,2011,84,126,35,95,28,29,42,69,19,3,58,133,33,55,41,367,28,81,96.8,29.1,21.1,61,3.9,10.3,0,-1.4,2.0,2577.0,3.0,1413,263,0.5762467026755432,0.5409836065573771,0.6666666666666666,0.3684210526315789,0.49122807017543857,0.3333333333333333,SF
Eric Bledsoe,18.0,2010,82,123,49,128,66,38,21,47,6,0,19,95,107,52,12,419,37,73,86.6,30.3,19.3,112,6.1,16.6,0,1.1,0.9,22071.0,12.0,1969,300,0.591607364735118,0.9553571428571429,0.6666666666666666,0.3828125,0.6346153846153846,0.057692307692307696,SG
Terrence Jones,18.0,2012,99,158,16,49,65,40,38,100,58,4,96,176,51,49,68,469,38,81,98.4,29.3,20.1,62,6.6,20.3,0,-2.0,1.4,6091.0,6.0,1851,292,0.6486501438371322,0.8225806451612904,0.6265822784810127,0.32653061224489793,0.6190476190476191,0.5523809523809524,PF
Shane Larkin,18.0,2013,87,112,69,170,66,46,47,51,1,1,17,121,164,71,4,522,36,71,76.8,36.4,20.3,82,5.9,13.8,0,-3.2,1.6,4984.0,4.0,2095,380,0.6079947819604921,2.0,0.7767857142857143,0.40588235294117647,0.5892857142857143,0.008928571428571428,PG
Sam Dekker,18.0,2015,80,113,50,151,106,41,29,49,28,3,77,143,49,21,18,556,40,81,97.8,31.0,20.7,36,8.0,21.0,0,-0.9,1.8,3106.0,5.0,1834,376,0.6530113689749131,1.3611111111111112,0.7079646017699115,0.33112582781456956,0.7210884353741497,0.19047619047619047,SF
Tyler Ennis,18.0,2014,114,149,30,85,66,55,51,102,2,0,27,88,188,72,6,440,34,74,95.6,35.7,19.4,58,5.4,12.3,0,-1.9,1.9,2319.0,4.0,1825,359,0.5181835311852271,3.2413793103448274,0.7651006711409396,0.35294117647058826,0.5454545454545454,0.01652892561983471,PG
Henry Ellenson,18.0,2016,143,191,30,104,64,42,95,123,5,1,71,250,59,28,49,561,33,83,98.4,33.5,19.0,78,3.7,3.8,0,-0.1,2.5,795.0,5.0,1998,428,0.5478087649402391,0.7564102564102564,0.7486910994764397,0.28846153846153844,0.6037735849056604,0.04716981132075472,PF
TJ Leaf,18.0,2017,72,106,27,58,87,41,66,73,56,0,78,209,85,22,39,569,35,82,96.6,29.9,19.7,52,4.0,13.4,0,-0.8,2.3,1280.0,4.0,1935,325,0.7655257776342698,1.6346153846153846,0.6792452830188679,0.46551724137931033,0.6796875,0.4375,PF
Lonnie Walker IV,18.0,2018,48,65,56,162,47,40,17,39,12,1,13,70,61,30,15,368,32,77,97.0,27.8,19.1,37,5.5,9.4,0,-3.1,1.3,7166.0,7.0,1495,305,0.5515587529976019,1.6486486486486487,0.7384615384615385,0.345679012345679,0.5402298850574713,0.13793103448275862,SG
Jaime Jaquez Jr.,18.0,2023,104,135,33,104,126,89,85,120,17,2,95,209,87,57,22,659,37,79,82.6,33.2,21.9,67,5.6,16.8,0,-0.6,1.6,5765.0,3.0,2064,524,0.564792595131985,1.2985074626865671,0.7703703703703704,0.3173076923076923,0.586046511627907,0.07906976744186046,PF
Tre Mann,18.0,2021,74,89,45,112,43,30,45,60,0,0,16,119,83,33,4,385,24,77,96.0,31.9,20.0,68,5.6,8.5,0,-2.1,1.6,4448.0,5.0,1351,290,0.5848219710778952,1.2205882352941178,0.8314606741573034,0.4017857142857143,0.589041095890411,0.0,SG
Josh Green,18.0,2020,85,109,30,83,40,34,30,78,24,2,39,98,78,46,13,357,30,78,97.6,30.8,19.2,49,5.2,13.4,1,-0.2,1.3,7818.0,6.0,1635,265,0.5703604294478528,1.5918367346938775,0.7798165137614679,0.3614457831325301,0.5405405405405406,0.32432432432432434,SF
Tristan da Silva,18.0,2024,86,103,64,162,62,49,55,56,16,0,32,140,82,39,19,544,34,81,0.0,34.0,22.7,61,4.6,10.3,1,-1.0,1.8,3396.0,2.0,1984,384,0.6335600484487096,1.3442622950819672,0.8349514563106796,0.3950617283950617,0.5585585585585585,0.14414414414414414,SF
Dalen Terry,18.0,2022,39,53,28,77,51,31,14,32,22,2,43,136,145,46,12,297,37,79,90.6,27.8,19.6,51,4.5,16.3,0,-1.5,1.9,2444.0,4.0,1864,205,0.6504029432375613,2.843137254901961,0.7358490566037735,0.36363636363636365,0.6219512195121951,0.2682926829268293,PF
Walter Clayton Jr.,18.0,2025,126,144,117,303,76,47,36,56,6,0,14,130,163,46,20,713,39,75,0.0,32.6,21.9,94,9.0,20.3,0,-1.6,2.3,1448.0,1.0,2247,518,0.6132172836108435,1.7340425531914894,0.875,0.38613861386138615,0.6178861788617886,0.04878048780487805,SG
Andrew Nicholson,19.0,2012,128,165,23,53,76,39,88,93,33,3,83,186,33,21,63,591,32,81,10.6,30.1,22.1,80,2.8,7.1,0,-4.5,1.7,4056.0,5.0,1557,349,0.7009013282732447,0.4125,0.7757575757575758,0.4339622641509434,0.6608695652173913,0.28695652173913044,PF
Avery Bradley,19.0,2010,36,66,42,112,33,40,70,97,14,2,33,65,71,44,18,396,34,74,99.4,29.5,19.3,52,6.6,14.6,0,-2.0,1.0,19246.0,12.0,1843,352,0.5196304849884527,1.3653846153846154,0.5454545454545454,0.375,0.4520547945205479,0.1917808219178082,SG
Tobias Harris,19.0,2011,128,170,23,76,74,46,67,116,21,2,67,180,44,24,29,521,34,80,99.0,29.2,18.5,62,7.3,7.5,0,0.3,0.7,34547.0,15.0,1662,379,0.5740414279418246,0.7096774193548387,0.7529411764705882,0.3026315789473684,0.6166666666666667,0.175,PF
Jerian Grant,19.0,2015,170,218,50,158,97,34,47,80,10,1,13,102,252,63,19,628,38,77,78.0,37.1,22.3,82,5.8,14.5,0,-2.0,1.6,5027.0,5.0,2239,416,0.6133770901703391,3.073170731707317,0.7798165137614679,0.31645569620253167,0.7404580152671756,0.07633587786259542,SF
Gary Harris,19.0,2014,115,142,81,230,43,39,49,73,22,0,37,103,94,63,15,586,35,76,96.4,32.3,19.4,60,7.9,14.2,0,-0.7,1.0,18348.0,12.0,1846,434,0.5901546890106348,1.5666666666666667,0.8098591549295775,0.3521739130434783,0.524390243902439,0.2682926829268293,SG
John Collins,19.0,2017,164,220,0,1,109,52,66,83,59,3,124,200,17,21,52,632,33,82,63.2,26.6,19.3,61,6.4,9.1,0,0.9,1.0,16322.0,9.0,1568,311,0.7748896517900932,0.2786885245901639,0.7454545454545455,0.0,0.6770186335403726,0.36645962732919257,C
Malik Beasley,19.0,2016,104,128,55,142,64,40,43,79,23,2,44,136,51,32,6,529,34,77,92.4,29.8,19.2,59,5.6,7.9,0,-1.2,1.0,14550.0,9.0,1818,368,0.6233503016591252,0.864406779661017,0.8125,0.3873239436619718,0.6153846153846154,0.22115384615384615,SG
Kevin Huerter,19.0,2018,74,97,70,169,49,22,32,35,5,0,30,126,105,19,20,457,31,79,87.2,34.3,19.4,78,5.9,9.9,0,1.8,1.0,15889.0,8.0,1769,307,0.6534545870510181,1.3461538461538463,0.7628865979381443,0.41420118343195267,0.6901408450704225,0.07042253521126761,SF
Saddiq Bey,19.0,2020,70,91,79,175,48,36,30,57,18,3,40,107,74,24,12,499,31,80,72.6,33.9,20.8,46,6.4,11.1,0,-0.4,1.2,11159.0,5.0,1767,346,0.6463060822712672,1.608695652173913,0.7692307692307693,0.4514285714285714,0.5714285714285714,0.21428571428571427,SF
Kai Jones,19.0,2021,51,74,13,34,15,17,9,18,46,4,51,75,16,22,24,230,26,83,89.8,22.8,20.0,36,6.0,10.0,1,-1.0,2.4,1062.0,3.0,1033,93,0.9158967824147818,0.4444444444444444,0.6891891891891891,0.38235294117647056,0.46875,1.4375,C
Jake LaRavia,19.0,2022,122,157,28,73,67,46,39,38,32,2,68,149,122,55,31,482,33,80,0.0,34.2,20.2,88,3.2,8.9,0,-0.1,1.6,4538.0,4.0,2002,263,0.7257287400626355,1.3863636363636365,0.7770700636942676,0.3835616438356164,0.5929203539823009,0.2831858407079646,PF
Brandin Podziemski,19.0,2023,111,144,80,179,68,44,62,84,7,2,55,216,113,55,15,616,31,77,78.6,36.0,19.9,71,3.0,4.6,0,2.1,1.5,6281.0,3.0,1979,437,0.6155567991046447,1.591549295774648,0.7708333333333334,0.44692737430167595,0.6071428571428571,0.0625,SG
Ja'Kobe Walter,19.0,2024,145,183,74,214,29,27,34,65,4,1,46,106,49,36,8,493,34,77,98.4,32.3,19.4,46,7.9,13.3,0,0.9,2.0,2582.0,2.0,1838,369,0.5483626979889661,1.065217391304348,0.7923497267759563,0.34579439252336447,0.5178571428571429,0.07142857142857142,SG
James Anderson,20.0,2010,209,258,74,217,95,65,35,58,22,2,64,128,80,46,20,735,33,78,96.0,34.1,21.3,78,5.9,9.7,0,-2.9,1.6,4336.0,5.0,1930,470,0.6297984644913628,1.0256410256410255,0.810077519379845,0.34101382488479265,0.59375,0.1375,SG
Tony Snell,20.0,2013,86,102,64,164,23,23,49,72,8,2,14,78,101,29,17,438,35,79,19.6,31.2,21.2,72,5.7,10.8,0,-2.8,1.1,13570.0,9.0,1766,331,0.5826327551346174,1.4027777777777777,0.8431372549019608,0.3902439024390244,0.5,0.17391304347826086,SF
Caris LeVert,20.0,2016,52,66,27,60,27,12,12,30,9,0,9,67,69,13,3,229,14,79,52.4,31.1,21.3,22,1.2,9.5,0,-0.6,1.0,16363.0,10.0,718,141,0.6733709715361091,3.1363636363636362,0.7878787878787878,0.45,0.6923076923076923,0.23076923076923078,SF
Delon Wright,20.0,2015,152,182,26,73,84,47,34,64,17,1,33,135,173,71,33,494,34,77,0.0,33.3,22.8,66,5.7,17.7,0,0.8,1.1,11811.0,10.0,1777,302,0.646461474036851,2.621212121212121,0.8351648351648352,0.3561643835616438,0.6412213740458015,0.1297709923664122,SF
Matisse Thybulle,20.0,2019,57,67,46,151,21,17,6,34,39,2,27,84,77,124,79,327,36,77,79.4,31.0,21.9,66,4.7,8.6,0,0.8,1.3,8113.0,7.0,1874,229,0.6325441039925719,1.1666666666666667,0.8507462686567164,0.304635761589404,0.5526315789473685,1.0263157894736843,SF
Josh Okogie,20.0,2018,133,162,38,100,52,58,27,66,16,1,54,96,59,42,23,437,24,76,63.8,36.4,19.4,61,6.9,2.1,0,-0.3,1.2,9399.0,8.0,1459,303,0.5837875387410495,0.9672131147540983,0.8209876543209876,0.38,0.4727272727272727,0.14545454545454545,SG
Harry Giles,20.0,2017,12,24,0,0,19,9,11,20,15,2,41,59,9,9,17,102,26,82,99.8,11.5,18.8,18,9.6,15.1,0,-2.7,2.0,1938.0,4.0,520,59,0.7331799884991375,0.5,0.5,0.0,0.6785714285714286,0.5357142857142857,C
Precious Achiuwa,20.0,2020,112,187,13,40,101,78,21,77,47,5,93,241,30,34,58,489,31,81,97.2,30.4,20.3,87,3.7,8.3,0,-2.7,1.3,8381.0,6.0,1710,317,0.6123522340212383,0.3448275862068966,0.5989304812834224,0.325,0.5642458100558659,0.26256983240223464,PF
Jalen Johnson,20.0,2021,24,38,8,18,33,23,8,19,8,0,19,59,29,15,16,146,13,81,97.8,21.4,19.1,33,3.8,7.3,0,0.6,1.5,6844.0,5.0,500,101,0.6201155283724091,0.8787878787878788,0.631578947368421,0.4444444444444444,0.5892857142857143,0.14285714285714285,PF
Jaylon Tyson,20.0,2024,113,142,50,139,97,89,51,77,24,0,51,159,107,37,15,607,31,79,93.4,34.4,21.1,96,4.6,1.1,0,-0.4,2.0,2207.0,2.0,1858,453,0.5887716303251338,1.1145833333333333,0.795774647887324,0.3597122302158273,0.521505376344086,0.12903225806451613,SF
Malaki Branham,20.0,2022,80,96,37,90,45,21,66,87,12,1,25,89,65,25,9,437,32,77,93.0,29.7,18.7,54,6.3,9.5,0,-2.4,1.7,3823.0,4.0,1535,309,0.6220817674524541,1.2037037037037037,0.8333333333333334,0.4111111111111111,0.6818181818181818,0.18181818181818182,SF
Cam Whitmore,20.0,2023,45,64,37,108,47,36,10,23,28,3,21,117,19,37,9,326,26,79,97.4,27.3,18.6,42,5.7,6.8,0,0.3,2.0,2055.0,3.0,1154,224,0.6464149746192893,0.4523809523809524,0.703125,0.3425925925925926,0.5662650602409639,0.3373493975903614,SF
Kasparas Jakucionis,20.0,2025,142,168,54,170,75,37,19,37,1,0,46,142,156,29,9,494,33,78,94.0,31.9,18.7,123,8.9,14.4,1,2.7,2.5,951.0,1.0,1883,338,0.5996309963099631,1.2682926829268293,0.8452380952380952,0.3176470588235294,0.6696428571428571,0.008928571428571428,SG
Nolan Smith,21.0,2011,187,230,57,163,102,57,82,143,19,2,44,122,189,45,3,764,37,74,95.8,34.0,22.5,118,6.5,19.2,0,-4.2,2.5,834.0,2.0,2203,547,0.5893242826288182,1.6016949152542372,0.8130434782608695,0.3496932515337423,0.6415094339622641,0.11949685534591195,PG
Craig Brackins,21.0,2010,117,154,27,87,18,13,112,189,35,3,67,206,69,25,38,528,32,82,94.2,35.1,21.3,68,6.5,6.4,0,-2.4,3.0,123.0,2.0,1941,419,0.5423617388446051,1.0147058823529411,0.7597402597402597,0.3103448275862069,0.5806451612903226,1.1290322580645162,PF
Jared Sullinger,21.0,2012,175,228,16,40,102,54,94,132,16,1,116,224,46,43,39,647,37,81,99.4,30.4,19.9,71,8.2,20.4,0,1.3,1.4,6603.0,5.0,1872,422,0.6193521213049471,0.647887323943662,0.7675438596491229,0.4,0.6538461538461539,0.10256410256410256,PF
Gorgui Dieng,21.0,2013,73,112,0,0,48,30,54,76,23,3,113,197,66,44,83,323,33,83,91.6,31.1,23.1,59,8.3,21.5,0,-2.1,1.1,12606.0,10.0,1674,208,0.6277207711442787,1.11864406779661,0.6517857142857143,0.0,0.6153846153846154,0.2948717948717949,C
Mitch McGary,21.0,2014,16,24,0,2,14,6,13,17,3,0,23,43,12,15,6,76,8,82,94.6,24.6,21.5,13,4.7,14.1,0,-1.1,2.7,562.0,2.0,324,52,0.6074168797953964,0.9230769230769231,0.6666666666666666,0.0,0.7,0.15,C
Justin Anderson,21.0,2015,64,82,47,104,26,19,12,39,18,3,17,88,45,17,14,317,26,78,90.2,27.8,21.1,31,6.0,20.6,0,-3.1,1.7,3417.0,6.0,1064,200,0.6713825821755338,1.4516129032258065,0.7804878048780488,0.4519230769230769,0.5777777777777777,0.4,SG
Grayson Allen,21.0,2018,108,127,102,276,20,26,41,52,18,0,20,103,172,64,2,572,37,77,95.0,35.6,22.3,79,7.2,17.9,0,-1.4,1.1,12210.0,8.0,2317,415,0.6073734284743459,2.1772151898734178,0.8503937007874016,0.3695652173913043,0.43478260869565216,0.391304347826087,SG
DeAndre' Bembry,21.0,2016,117,178,34,128,110,53,66,111,29,1,51,228,161,51,30,627,36,78,56.0,37.2,21.6,73,3.5,9.2,0,-3.2,1.4,5629.0,6.0,2352,468,0.5738395079806706,2.2054794520547945,0.6573033707865169,0.265625,0.6748466257668712,0.17791411042944785,SF
Brandon Clarke,21.0,2019,109,157,4,15,132,48,61,57,60,1,114,203,69,43,111,627,37,80,0.0,28.1,22.3,57,4.3,22.3,0,0.6,1.4,6765.0,7.0,1850,313,0.8205087939698493,1.2105263157894737,0.6942675159235668,0.26666666666666666,0.7333333333333333,0.3333333333333333,PF
