name,pick,season,ftm,fta,3fgm,3fga,rim_made,rim_miss,mid_made,mid_miss,dunks_made,dunks_miss,oreb,dreb,ast,stl,blks,pts,gp,height,rec_rank,mpg,age,tov,sos,team_strength,international,NBA_impact,standard_error,NBA_minutes,NBA_seasons,NCAA_possessions_est,fga_est,ts_pct,ast_to_tov,ft_pct,three_pt_pct,rim_pct,dunk_rate,position
Nik Stauskas,8.0,2014,168,204,92,208,38,32,40,59,15,2,15,90,118,20,11,630,36,78,78.2,35.6,20.3,67,7.8,14.1,0,-3.6,1.4,6683.0,6.0,2000,377,0.674865026994601,1.7611940298507462,0.8235294117647058,0.4423076923076923,0.5428571428571428,0.21428571428571427,SG
Stanley Johnson,8.0,2015,132,178,43,116,48,55,67,88,16,0,75,172,63,57,15,523,38,78,99.6,28.4,18.7,82,5.3,19.9,0,-1.8,1.2,8948.0,8.0,1790,374,0.5781305270604882,0.7682926829268293,0.7415730337078652,0.3706896551724138,0.46601941747572817,0.1553398058252427,SF
Marquese Chriss,8.0,2016,89,130,21,60,50,30,56,77,52,13,85,98,26,32,55,470,34,81,88.6,24.9,18.6,69,5.4,6.2,0,-2.7,1.5,5349.0,6.0,1652,273,0.7116898849182314,0.37681159420289856,0.6846153846153846,0.35,0.625,0.65,PF
Collin Sexton,8.0,2018,196,252,44,131,98,76,49,75,5,3,34,90,119,28,3,632,33,75,99.2,29.9,19.0,92,6.8,6.8,0,-2.2,1.1,13716.0,8.0,1729,429,0.5853152552419056,1.2934782608695652,0.7777777777777778,0.33587786259541985,0.5632183908045977,0.028735632183908046,SF
Obi Toppin,8.0,2020,99,141,32,82,60,27,46,57,107,8,37,197,67,30,38,621,31,81,0.0,31.6,21.9,68,3.3,15.1,0,0.0,1.4,7702.0,6.0,1662,272,0.9295293976769249,0.9852941176470589,0.7021276595744681,0.3902439024390244,0.6896551724137931,1.2298850574712643,SF
Jaxson Hayes,8.0,2019,74,100,0,0,31,17,18,28,74,1,56,104,9,19,71,320,32,83,79.8,23.3,18.6,29,8.4,10.3,0,-0.6,1.3,7378.0,7.0,1232,94,1.0,0.3103448275862069,0.74,0.0,0.6458333333333334,1.5416666666666667,C
Franz Wagner,8.0,2021,66,79,35,102,52,30,26,39,11,0,20,163,84,35,29,349,28,81,90.2,31.7,19.4,36,6.1,13.8,1,5.0,1.4,10757.0,5.0,1495,249,0.6149563010995207,2.3333333333333335,0.8354430379746836,0.3431372549019608,0.6341463414634146,0.13414634146341464,SF
Jarace Walker,8.0,2023,53,80,35,101,39,30,53,85,31,1,82,163,65,35,46,402,36,80,98.0,27.7,19.4,53,3.7,19.3,0,-2.6,1.8,3603.0,3.0,1613,308,0.5856643356643357,1.2264150943396226,0.6625,0.3465346534653465,0.5652173913043478,0.4492753623188406,PF
Rob Dillingham,8.0,2024,78,98,64,144,59,51,45,59,4,0,8,86,125,33,2,486,32,75,97.0,23.2,19.0,64,4.3,10.3,0,-1.5,2.3,1522.0,2.0,1371,358,0.605803749501396,1.953125,0.7959183673469388,0.4444444444444444,0.5363636363636364,0.03636363636363636,SG
Egor Demin,8.0,2025,57,82,42,154,52,30,20,37,12,1,10,118,180,38,12,351,33,81,95.4,27.5,18.9,97,7.2,13.1,1,2.4,2.4,1335.0,1.0,1543,293,0.5333049714355172,1.8556701030927836,0.6951219512195121,0.2727272727272727,0.6341463414634146,0.14634146341463414,SF
Gordon Hayward,9.0,2010,179,216,47,160,70,38,34,43,19,1,72,233,62,40,30,572,37,81,0.0,33.5,20.3,85,5.5,13.5,0,1.0,0.9,26507.0,14.0,1978,345,0.6499409144623216,0.7294117647058823,0.8287037037037037,0.29375,0.6481481481481481,0.17592592592592593,SF
Kemba Walker,9.0,2011,258,315,75,227,112,81,126,190,3,0,53,170,184,77,7,965,41,73,97.8,37.6,20.7,93,8.2,13.7,0,1.5,1.0,25633.0,12.0,2503,736,0.5516807683512462,1.978494623655914,0.819047619047619,0.3303964757709251,0.5803108808290155,0.015544041450777202,PG
Andre Drummond,9.0,2012,26,88,0,2,50,46,27,78,80,9,114,143,15,28,92,340,34,82,83.4,28.4,18.4,52,6.3,8.9,0,1.0,0.9,25659.0,14.0,1535,203,0.7032930663577693,0.28846153846153844,0.29545454545454547,0.0,0.5208333333333334,0.8333333333333334,C
Frank Kaminsky,9.0,2015,156,200,42,101,106,40,88,119,31,3,58,262,103,33,57,732,39,84,51.8,33.6,21.8,63,8.3,21.0,0,-1.1,1.3,8352.0,8.0,1941,454,0.6752767527675276,1.6349206349206349,0.78,0.4158415841584158,0.726027397260274,0.21232876712328766,PF
Trey Burke,9.0,2013,132,164,74,193,58,38,109,137,9,0,20,102,252,61,20,706,38,72,81.6,35.4,20.2,81,8.0,16.9,0,-2.5,1.2,10545.0,9.0,2150,535,0.5813953488372093,3.111111111111111,0.8048780487804879,0.38341968911917096,0.6041666666666666,0.09375,PG
Noah Vonleh,9.0,2014,96,134,16,33,49,46,24,37,24,3,71,198,18,26,41,338,30,82,98.0,26.5,18.4,64,4.5,6.9,0,-1.6,1.4,5951.0,8.0,1346,189,0.6815615421842233,0.28125,0.7164179104477612,0.48484848484848486,0.5157894736842106,0.25263157894736843,PF
Jakob Poeltl,9.0,2016,161,231,0,0,167,83,23,39,32,2,99,218,67,21,53,605,35,84,0.0,30.6,20.3,70,5.9,9.7,1,1.8,1.1,14823.0,10.0,1792,312,0.7313122521999806,0.9571428571428572,0.696969696969697,0.0,0.668,0.128,C
"Dennis Smith, Jr.",9.0,2017,143,200,55,153,81,58,33,74,22,0,26,120,197,62,14,580,32,75,98.8,34.8,19.1,108,5.7,2.4,0,-1.6,1.3,7559.0,7.0,1993,399,0.5954825462012321,1.8240740740740742,0.715,0.35947712418300654,0.5827338129496403,0.15827338129496402,SG
Rui Hachimura,9.0,2019,164,222,15,36,127,70,75,96,58,2,51,188,57,35,27,729,37,80,70.6,30.2,20.9,68,4.5,22.3,1,-1.7,1.1,12142.0,7.0,1988,404,0.7265587625578057,0.8382352941176471,0.7387387387387387,0.4166666666666667,0.6446700507614214,0.29441624365482233,PF
Davion Mitchell,9.0,2021,43,66,63,141,68,41,25,32,2,0,14,66,165,57,11,422,30,74,88.4,32.5,22.4,73,4.9,18.4,0,-1.2,1.3,8828.0,5.0,1676,307,0.6279014403047256,2.26027397260274,0.6515151515151515,0.44680851063829785,0.6238532110091743,0.01834862385321101,PG
Kevin Knox,9.0,2018,127,164,57,167,47,32,75,99,18,2,33,167,53,31,10,578,37,81,98.0,32.4,18.4,85,7.0,11.0,0,-3.8,1.5,5674.0,7.0,2088,420,0.5872074122236671,0.6235294117647059,0.774390243902439,0.3413173652694611,0.5949367088607594,0.22784810126582278,SF
Zach Edey,9.0,2024,310,436,1,2,105,49,117,147,113,7,181,293,79,11,84,983,39,88,14.6,32.0,21.7,90,8.2,17.8,0,2.9,2.2,1797.0,2.0,2118,420,0.8033145920502092,0.8777777777777778,0.7110091743119266,0.5,0.6818181818181818,0.7337662337662337,PF
Jeremy Sochan,9.0,2022,53,90,24,81,36,12,25,37,15,5,59,132,53,38,21,277,30,81,77.6,25.1,18.7,47,5.7,16.8,1,-0.9,1.6,5407.0,4.0,1303,191,0.6006071118820469,1.127659574468085,0.5888888888888889,0.2962962962962963,0.75,0.3125,PF
Taylor Hendricks,9.0,2023,86,110,61,155,52,47,35,59,36,1,80,157,46,31,57,515,34,81,87.8,34.6,19.2,48,3.4,8.6,0,-0.5,2.1,2062.0,3.0,1948,348,0.6495963673057518,0.9583333333333334,0.7818181818181819,0.3935483870967742,0.5252525252525253,0.36363636363636365,SF
Collin Murray-Boyles,9.0,2025,133,188,9,34,133,65,30,46,26,4,71,193,77,47,43,538,32,80,82.2,30.6,19.6,78,7.8,5.3,0,1.1,2.4,1250.0,1.0,1630,308,0.6884725634725635,0.9871794871794872,0.7074468085106383,0.2647058823529412,0.6717171717171717,0.13131313131313133,PF
Jimmer Fredette,10.0,2011,250,280,121,308,107,41,112,187,2,1,23,103,155,48,1,1055,36,74,54.4,36.1,21.9,130,5.1,15.1,0,-4.1,1.8,3205.0,6.0,2303,755,0.6006604418127989,1.1923076923076923,0.8928571428571429,0.39285714285714285,0.722972972972973,0.013513513513513514,PG
Paul George,10.0,2010,110,122,58,163,52,32,22,60,18,4,54,148,86,60,24,468,28,80,61.6,33.2,20.3,89,1.3,-0.1,0,4.2,0.8,35803.0,16.0,1560,329,0.6114769520225776,0.9662921348314607,0.9016393442622951,0.3558282208588957,0.6190476190476191,0.21428571428571427,SF
C.J. McCollum,10.0,2013,62,73,33,64,31,29,29,38,3,0,12,48,35,17,4,287,12,75,9.8,31.0,21.2,32,-0.5,5.5,0,1.0,0.8,29870.0,13.0,645,191,0.6431516672642524,1.09375,0.8493150684931506,0.515625,0.5166666666666667,0.05,SG
Austin Rivers,10.0,2012,121,184,58,159,79,59,34,68,3,0,21,94,71,33,1,527,34,76,99.8,33.2,19.5,79,6.6,12.5,0,-2.6,0.9,18093.0,11.0,1920,399,0.5490040836736395,0.8987341772151899,0.657608695652174,0.36477987421383645,0.572463768115942,0.021739130434782608,SG
Elfrid Payton,10.0,2014,167,283,14,54,148,75,36,101,21,3,78,122,184,75,18,619,32,75,0.0,36.9,19.9,121,0.7,3.6,0,-1.3,1.1,13828.0,9.0,2074,414,0.5747233157542896,1.5206611570247934,0.5901060070671378,0.25925925925925924,0.6636771300448431,0.09417040358744394,SF
Justise Winslow,10.0,2015,100,156,46,110,88,50,15,70,24,1,49,203,82,52,34,492,39,78,97.6,29.1,18.9,71,8.1,20.0,0,0.8,1.2,9288.0,8.0,1860,333,0.6124887959366597,1.1549295774647887,0.6410256410256411,0.41818181818181815,0.6376811594202898,0.17391304347826086,SF
Mikal Bridges,10.0,2018,114,134,104,239,74,45,31,44,35,7,54,158,77,61,43,706,40,79,84.0,32.2,21.4,54,6.8,19.5,0,1.4,1.0,22933.0,8.0,2245,433,0.7175380112204245,1.4259259259259258,0.8507462686567164,0.4351464435146444,0.6218487394957983,0.29411764705882354,SF
Zach Collins,10.0,2017,110,148,10,21,75,28,30,29,20,4,66,164,16,18,69,390,39,84,94.2,17.2,19.2,60,2.4,20.9,0,-0.4,1.3,7578.0,8.0,1191,183,0.7859100435273255,0.26666666666666666,0.7432432432432432,0.47619047619047616,0.7281553398058253,0.1941747572815534,C
Jalen Smith,10.0,2020,111,148,32,87,65,41,22,45,49,3,99,227,25,22,73,479,31,82,97.0,31.2,19.8,53,6.6,11.6,0,0.7,1.5,5494.0,6.0,1628,260,0.7366510826771654,0.4716981132075472,0.75,0.367816091954023,0.6132075471698113,0.46226415094339623,PF
Cam Reddish,10.0,2019,88,114,89,267,34,35,24,61,7,4,20,113,70,56,21,485,36,80,99.8,29.7,19.4,96,8.7,19.7,0,-2.6,1.4,6001.0,6.0,1937,421,0.5146871551065455,0.7291666666666666,0.7719298245614035,0.3333333333333333,0.4927536231884058,0.10144927536231885,SF
Ziaire Williams,10.0,2021,39,49,23,79,16,22,27,48,10,1,10,81,44,17,11,214,20,80,99.2,27.9,19.3,58,5.6,5.3,0,-1.2,1.5,5921.0,5.0,987,192,0.5010301554598239,0.7586206896551724,0.7959183673469388,0.2911392405063291,0.42105263157894735,0.2631578947368421,SF
Johnny Davis,10.0,2022,155,196,37,122,73,51,84,144,16,3,41,214,65,36,23,612,31,77,70.6,34.2,19.9,71,6.6,8.6,0,-3.3,2.3,1285.0,3.0,1778,474,0.5461944880765386,0.9154929577464789,0.7908163265306123,0.30327868852459017,0.5887096774193549,0.12903225806451613,SF
Cason Wallace,10.0,2023,53,70,44,127,41,21,43,69,11,0,30,89,136,63,15,375,32,76,98.6,32.1,19.2,67,5.9,10.1,0,2.7,1.5,6259.0,3.0,1709,301,0.5650994575045207,2.029850746268657,0.7571428571428571,0.3464566929133858,0.6612903225806451,0.1774193548387097,SF
Cody Williams,10.0,2024,55,77,17,41,52,19,23,39,15,5,17,55,38,15,16,286,24,80,98.8,28.1,19.2,48,5.4,10.3,0,-2.9,2.0,2737.0,2.0,1154,174,0.6878968635751396,0.7916666666666666,0.7142857142857143,0.4146341463414634,0.7323943661971831,0.2112676056338028,PF
Khaman Maluach,10.0,2025,59,77,4,16,39,26,12,7,81,10,107,150,20,8,51,335,39,86,99.0,21.2,18.4,30,6.7,23.6,1,1.4,2.9,390.0,1.0,1380,100,1.0,0.6666666666666666,0.7662337662337663,0.25,0.6,1.2461538461538462,C
Cole Aldrich,11.0,2010,108,159,0,0,60,33,57,82,32,1,110,244,31,27,125,406,36,83,94.8,26.8,21.3,56,6.6,20.2,0,-2.5,1.7,3459.0,8.0,1666,232,0.6722744734401908,0.5535714285714286,0.6792452830188679,0.0,0.6451612903225806,0.34408602150537637,C
Klay Thompson,11.0,2011,155,185,98,246,58,44,76,119,8,0,25,153,127,56,32,733,34,78,91.8,34.7,21.0,115,4.7,8.1,0,-0.1,0.8,34943.0,13.0,2031,543,0.5869634849455477,1.1043478260869566,0.8378378378378378,0.3983739837398374,0.5686274509803921,0.0784313725490196,SG
Doug McDermott,11.0,2014,178,206,96,214,150,70,75,108,9,0,57,187,55,8,5,934,35,80,69.2,33.7,22.1,62,5.1,12.7,0,-3.6,1.0,14318.0,12.0,1921,617,0.659940082527839,0.8870967741935484,0.8640776699029126,0.4485981308411215,0.6818181818181818,0.04090909090909091,SF
Meyers Leonard,11.0,2012,93,127,1,11,58,30,60,76,51,5,73,189,43,15,60,434,32,84,94.2,31.8,19.9,68,7.3,6.3,0,-2.2,1.3,7595.0,10.0,1629,235,0.7460121012101211,0.6323529411764706,0.7322834645669292,0.09090909090909091,0.6590909090909091,0.5795454545454546,C
Michael Carter-Williams,11.0,2013,129,186,35,120,66,56,34,92,20,4,51,144,292,111,19,474,40,78,95.0,35.2,21.3,136,7.0,16.9,0,-1.5,1.2,10204.0,9.0,2280,368,0.5268539925306776,2.1470588235294117,0.6935483870967742,0.2916666666666667,0.5409836065573771,0.16393442622950818,SF
Domantas Sabonis,11.0,2016,149,194,5,14,135,55,67,82,22,2,106,308,63,21,31,612,35,83,60.2,32.1,19.7,92,2.8,12.9,1,1.7,1.0,20839.0,10.0,1906,353,0.6980563920065699,0.6847826086956522,0.7680412371134021,0.35714285714285715,0.7105263157894737,0.11578947368421053,C
Myles Turner,11.0,2015,94,112,17,62,29,12,60,81,11,2,44,178,20,10,89,345,34,83,99.0,22.2,18.8,47,6.7,12.8,0,1.3,0.9,22217.0,11.0,1189,244,0.5881751227495909,0.425531914893617,0.8392857142857143,0.27419354838709675,0.7073170731707317,0.2682926829268293,C
Cameron Johnson,11.0,2019,90,110,96,210,58,26,48,66,9,1,66,142,86,43,10,608,36,81,55.4,29.9,22.9,54,8.4,16.8,0,1.1,1.1,11512.0,7.0,2030,408,0.6660823838737949,1.5925925925925926,0.8181818181818182,0.45714285714285713,0.6904761904761905,0.10714285714285714,SF
Malik Monk,11.0,2017,148,180,104,262,48,35,75,112,24,4,12,83,87,36,19,754,38,75,98.0,32.1,19.0,76,7.1,16.5,0,-2.4,1.1,13414.0,9.0,2257,532,0.6168193717277487,1.144736842105263,0.8222222222222222,0.3969465648854962,0.5783132530120482,0.2891566265060241,SG
Shai Gilgeous-Alexander,11.0,2018,143,174,23,57,97,74,52,86,11,0,33,120,189,61,18,532,37,78,94.0,33.7,19.5,99,7.2,11.0,0,5.5,1.1,19162.0,8.0,2164,366,0.6010484454085322,1.9090909090909092,0.8218390804597702,0.40350877192982454,0.5672514619883041,0.06432748538011696,SF
Devin Vassell,11.0,2020,48,65,44,106,25,20,49,66,26,2,38,114,49,42,29,380,30,79,60.2,28.7,19.4,23,5.5,11.9,0,0.2,1.3,10341.0,6.0,1486,266,0.6449422946367956,2.130434782608696,0.7384615384615385,0.41509433962264153,0.5555555555555556,0.5777777777777777,SF
James Bouknight,11.0,2021,63,81,22,75,40,27,24,41,12,0,23,62,27,17,4,281,15,77,86.8,31.7,20.4,42,4.3,9.1,0,-1.5,2.5,901.0,3.0,784,207,0.579047148038246,0.6428571428571429,0.7777777777777778,0.29333333333333333,0.5970149253731343,0.1791044776119403,SF
Cedric Coward,11.0,2025,26,31,12,30,13,5,8,4,1,0,11,31,22,5,10,106,6,78,0.0,33.0,21.2,13,0.5,1.6,0,0.2,2.2,1575.0,1.0,373,60,0.7197175448126019,1.6923076923076923,0.8387096774193549,0.4,0.7222222222222222,0.05555555555555555,SG
Jett Howard,11.0,2023,60,75,78,212,23,18,30,42,6,0,8,74,59,12,19,412,29,80,91.8,31.7,19.3,37,5.2,7.8,0,-2.1,2.3,1426.0,3.0,1552,325,0.5754189944134078,1.5945945945945945,0.8,0.36792452830188677,0.5609756097560976,0.14634146341463414,SF
Xavier Henry,12.0,2010,90,115,69,165,43,30,33,66,17,0,43,114,53,54,18,483,36,78,99.0,27.5,19.3,69,6.8,20.2,0,-2.4,1.8,2878.0,5.0,1714,337,0.6230650154798761,0.7681159420289855,0.782608695652174,0.41818181818181815,0.589041095890411,0.2328767123287671,SG
Alec Burks,12.0,2011,245,298,28,95,96,62,93,142,26,2,87,152,110,40,11,759,37,78,61.4,31.6,19.5,97,4.9,8.1,0,-1.6,0.9,17997.0,14.0,2017,488,0.6129667915751389,1.134020618556701,0.8221476510067114,0.29473684210526313,0.6075949367088608,0.16455696202531644,SF
Jeremy Lamb,12.0,2012,98,121,71,211,44,17,79,79,23,1,32,134,58,42,21,603,34,77,83.0,37.2,19.6,68,6.4,8.9,0,-0.2,1.1,11871.0,10.0,2024,430,0.6239135833126397,0.8529411764705882,0.8099173553719008,0.33649289099526064,0.7213114754098361,0.3770491803278688,SG
Taurean Prince,12.0,2016,110,143,53,147,64,44,52,104,14,1,76,120,76,40,24,529,33,80,62.6,30.8,21.8,88,7.1,11.0,0,-2.4,1.0,15626.0,10.0,1699,411,0.5581110735989196,0.8636363636363636,0.7692307692307693,0.36054421768707484,0.5925925925925926,0.12962962962962962,SF
Steven Adams,12.0,2013,31,70,0,0,56,40,15,31,29,4,90,113,20,21,65,231,32,84,99.2,23.4,19.5,35,4.4,16.1,0,2.5,0.9,22018.0,12.0,1132,142,0.6684027777777777,0.5714285714285714,0.44285714285714284,0.0,0.5833333333333334,0.3020833333333333,C
Trey Lyles,12.0,2015,75,102,4,29,41,17,44,79,28,2,65,123,38,19,16,313,36,82,97.8,23.0,19.2,41,6.3,25.2,0,-1.5,1.1,12063.0,10.0,1319,210,0.6140144381669805,0.926829268292683,0.7352941176470589,0.13793103448275862,0.7068965517241379,0.4827586206896552,C
Luke Kennard,12.0,2017,160,187,88,201,52,32,94,104,3,0,43,145,91,31,13,722,37,78,96.0,35.5,20.6,59,7.7,15.1,0,-0.3,1.1,12785.0,9.0,2285,483,0.6386215680724597,1.5423728813559323,0.8556149732620321,0.43781094527363185,0.6190476190476191,0.03571428571428571,SG
Miles Bridges,12.0,2018,93,110,71,194,54,39,54,83,30,5,43,194,90,21,26,582,34,79,97.8,31.4,19.8,67,4.9,16.3,0,-0.8,1.1,15420.0,7.0,1812,424,0.6160033869602033,1.3432835820895523,0.8454545454545455,0.36597938144329895,0.5806451612903226,0.3225806451612903,SF
PJ Washington,12.0,2019,118,178,33,78,57,43,67,82,33,4,82,183,63,30,43,531,35,80,97.2,29.3,20.4,69,7.1,16.3,0,-0.4,1.1,14425.0,7.0,1717,327,0.6550379946708773,0.9130434782608695,0.6629213483146067,0.4230769230769231,0.57,0.33,PF
Tyrese Haliburton,12.0,2020,37,45,52,124,39,15,26,34,7,1,32,97,142,54,15,335,22,77,65.6,36.7,19.8,61,6.3,4.0,0,4.1,1.2,12186.0,5.0,1440,238,0.6497284716834756,2.3278688524590163,0.8222222222222222,0.41935483870967744,0.7222222222222222,0.12962962962962962,SG
Jalen Williams,12.0,2022,114,141,42,106,99,60,53,82,25,2,19,127,137,39,18,594,33,78,52.0,34.8,20.8,69,2.6,5.9,0,1.3,1.4,8899.0,4.0,2042,400,0.6428014890485672,1.9855072463768115,0.8085106382978723,0.39622641509433965,0.6226415094339622,0.15723270440251572,SF
Joshua Primo,12.0,2021,33,44,43,113,34,26,4,15,3,0,31,70,25,16,9,244,30,78,88.8,22.5,18.1,41,6.2,13.2,0,0.9,2.4,1076.0,3.0,1268,192,0.5772142316426949,0.6097560975609756,0.75,0.3805309734513274,0.5666666666666667,0.05,SF
Dereck Lively II,12.0,2023,21,35,2,13,20,21,1,7,54,1,72,112,37,17,83,177,34,85,100.0,20.6,19.0,23,5.4,11.7,0,5.3,1.9,2691.0,3.0,1143,62,1.0,1.608695652173913,0.6,0.15384615384615385,0.4878048780487805,1.3170731707317074,C
Markieff Morris,13.0,2011,103,153,25,59,81,37,42,62,47,3,103,213,53,30,43,518,38,82,76.6,24.4,21.4,78,6.1,18.9,0,-1.7,0.9,19352.0,14.0,1608,281,0.7435691318327975,0.6794871794871795,0.673202614379085,0.423728813559322,0.6864406779661016,0.3983050847457627,PF
Ed Davis,13.0,2010,87,132,0,0,16,7,61,71,26,1,66,154,22,10,64,309,23,82,98.2,27.9,20.2,46,5.9,7.8,0,-1.8,1.0,13988.0,12.0,1198,155,0.7250797822414118,0.4782608695652174,0.6590909090909091,0.0,0.6956521739130435,1.1304347826086956,C
Kelly Olynyk,13.0,2013,131,168,9,29,127,57,48,43,25,3,75,150,52,21,35,560,31,84,0.0,26.5,21.8,75,4.6,17.8,0,0.2,0.9,19095.0,13.0,1308,304,0.7408975444538526,0.6933333333333334,0.7797619047619048,0.3103448275862069,0.6902173913043478,0.1358695652173913,C
Kendall Marshall,13.0,2012,55,79,28,79,35,18,42,51,0,0,6,88,351,43,6,293,36,76,94.8,33.0,20.4,101,5.5,16.6,0,-1.8,1.8,3068.0,4.0,2142,225,0.5639821373575609,3.4752475247524752,0.6962025316455697,0.35443037974683544,0.660377358490566,0.0,SF
Zach LaVine,13.0,2014,47,68,48,128,30,35,28,40,21,4,18,76,66,33,6,349,37,77,90.0,24.4,18.9,42,5.2,12.8,0,-1.3,0.9,22605.0,12.0,1584,261,0.5998212567028736,1.5714285714285714,0.6911764705882353,0.375,0.46153846153846156,0.3230769230769231,SF
Devin Booker,13.0,2015,53,64,58,141,34,16,35,53,8,1,17,59,42,17,2,381,38,78,95.8,21.5,18.3,37,6.5,25.2,0,2.6,0.9,26950.0,11.0,1298,279,0.6201979424404219,1.135135135135135,0.828125,0.41134751773049644,0.68,0.16,SG
Donovan Mitchell,13.0,2017,87,108,80,226,55,48,37,64,9,4,37,128,93,70,17,529,34,75,94.4,32.3,20.4,56,8.0,15.9,0,2.8,1.0,22787.0,9.0,1864,430,0.5539035014240241,1.6607142857142858,0.8055555555555556,0.35398230088495575,0.5339805825242718,0.08737864077669903,SG
Jerome Robinson,13.0,2018,146,176,81,198,86,58,71,90,12,1,18,108,116,30,5,727,35,77,38.6,36.0,20.9,96,5.5,5.7,0,-3.0,2.1,1739.0,4.0,2206,503,0.6262490524429742,1.2083333333333333,0.8295454545454546,0.4090909090909091,0.5972222222222222,0.08333333333333333,SG
Tyler Herro,13.0,2019,87,93,60,169,52,27,70,80,4,1,15,151,92,41,12,519,37,77,92.8,32.6,19.0,60,7.7,16.3,0,-0.2,1.1,14319.0,7.0,2021,398,0.591223913241593,1.5333333333333334,0.9354838709677419,0.35502958579881655,0.6582278481012658,0.05063291139240506,SG
Kira Lewis Jr.,13.0,2020,105,131,56,154,111,86,33,60,6,0,26,122,162,56,18,573,31,75,92.4,37.6,18.8,110,5.2,6.5,0,-0.9,2.1,1758.0,4.0,2215,444,0.5711267044095367,1.4727272727272727,0.8015267175572519,0.36363636363636365,0.5634517766497462,0.030456852791878174,SG
Chris Duarte,13.0,2021,64,79,61,144,49,26,36,31,14,1,20,101,68,50,21,445,26,78,52.8,34.1,23.6,59,5.7,9.7,1,-2.5,1.8,3206.0,4.0,1504,286,0.6936650455168973,1.152542372881356,0.810126582278481,0.4236111111111111,0.6533333333333333,0.18666666666666668,SG
Jalen Duren,13.0,2022,65,104,0,1,41,35,30,53,70,6,86,150,37,24,61,347,29,83,99.4,25.3,18.2,65,5.6,10.2,0,3.4,1.5,7478.0,4.0,1295,160,0.8432153965785382,0.5692307692307692,0.625,0.0,0.5394736842105263,0.9210526315789473,C
Devin Carter,13.0,2024,130,174,84,223,92,63,17,42,26,0,33,253,120,58,32,652,33,75,83.2,35.3,21.8,89,6.2,7.1,0,-0.7,2.5,1115.0,2.0,1991,437,0.6347846405483294,1.348314606741573,0.7471264367816092,0.37668161434977576,0.5935483870967742,0.16774193548387098,SG
Gradey Dick,13.0,2023,76,89,83,206,47,38,29,58,15,1,40,145,60,52,9,507,36,80,96.2,32.7,19.2,45,8.2,12.9,0,-1.1,1.7,3913.0,3.0,2063,378,0.6076805062805638,1.3333333333333333,0.8539325842696629,0.4029126213592233,0.5529411764705883,0.17647058823529413,SF
Derik Queen,13.0,2025,167,218,7,35,117,71,47,86,39,4,84,239,67,39,39,594,36,82,97.6,30.4,20.1,85,7.1,16.6,0,-0.2,2.2,2004.0,1.0,1918,356,0.6571959638874136,0.788235294117647,0.7660550458715596,0.2,0.6223404255319149,0.2074468085106383,C
Patrick Patterson,14.0,2010,90,130,24,69,71,24,50,77,65,5,116,167,36,27,51,544,38,81,98.2,33.0,21.3,41,5.8,16.6,0,-0.9,1.0,15935.0,11.0,2197,291,0.7811602527283171,0.8780487804878049,0.6923076923076923,0.34782608695652173,0.7473684210526316,0.6842105263157895,PF
Marcus Morris,14.0,2011,148,215,26,76,83,31,100,98,31,2,99,191,62,32,24,654,38,81,77.6,28.3,21.4,67,6.1,18.9,0,-1.3,0.8,24053.0,13.0,1871,388,0.677579776212184,0.9253731343283582,0.6883720930232559,0.34210526315789475,0.7280701754385965,0.2719298245614035,PF
John Henson,14.0,2012,69,135,0,0,28,30,122,173,55,2,89,259,44,20,101,479,35,83,99.2,29.1,21.1,45,5.8,16.6,0,-4.0,1.3,8901.0,8.0,1834,353,0.5807468477206595,0.9777777777777777,0.5111111111111111,0.0,0.4827586206896552,0.9482758620689655,C
Shabazz Muhammad,14.0,2013,128,180,40,106,55,43,82,144,24,2,87,80,27,23,4,572,32,78,99.8,30.8,20.2,51,6.3,8.5,0,-3.9,1.6,4780.0,5.0,1706,430,0.5616653574234093,0.5294117647058824,0.7111111111111111,0.37735849056603776,0.5612244897959183,0.24489795918367346,SF
T.J. Warren,14.0,2014,156,226,31,116,155,59,120,166,37,0,113,137,40,63,21,871,35,80,95.6,35.4,20.4,83,5.0,5.6,0,-0.9,1.2,10571.0,9.0,2008,616,0.6087163144358716,0.4819277108433735,0.6902654867256637,0.2672413793103448,0.7242990654205608,0.17289719626168223,PF
Denzel Valentine,14.0,2016,81,95,104,234,33,21,63,85,5,2,25,208,241,32,7,595,31,77,77.8,33.0,22.2,85,5.2,17.7,0,-2.2,1.6,4803.0,5.0,1702,436,0.6226454583507743,2.835294117647059,0.8526315789473684,0.4444444444444444,0.6111111111111112,0.09259259259259259,SG
Cameron Payne,14.0,2015,126,161,82,220,50,34,96,112,3,0,20,102,197,64,16,667,33,74,28.4,32.2,20.5,82,-0.9,8.0,0,-1.1,1.2,9665.0,11.0,1808,512,0.5721982019078993,2.402439024390244,0.782608695652174,0.37272727272727274,0.5952380952380952,0.03571428571428571,PG
Edrice Adebayo,14.0,2017,154,236,0,1,39,41,32,67,99,6,118,186,32,26,57,494,38,82,98.4,30.1,19.5,64,7.3,16.5,0,2.0,1.0,22247.0,9.0,2113,180,0.8702085682074407,0.5,0.652542372881356,0.0,0.4875,1.2375,C
